Lang;Source;Metric;Value
Rust;knucleotide;CC_AVG;2.107142857142857
Rust;mandelbrot;CC_AVG;1.4736842105263157
Rust;nbody;CC_AVG;0.3157894736842105
Rust;regexredux;CC_AVG;2.5
Rust;revcomp;CC_AVG;3.4615384615384617
Rust;spectralnorm;CC_AVG;1.1538461538461537
TypeScript;binarytrees;CC_AVG;1.8
TypeScript;fannkuchredux;CC_AVG;7
TypeScript;fasta;CC_AVG;2.875
TypeScript;knucleotide;CC_AVG;1.54
TypeScript;mandelbrot;CC_AVG;8
TypeScript;nbody;CC_AVG;1.5384615384615385
TypeScript;regexredux;CC_AVG;1.6
TypeScript;revcomp;CC_AVG;4.166666666666667
TypeScript;spectralnorm;CC_AVG;2.1666666666666665
